image_path,label
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/4d1fc22b-ee26-4b73-9041-9de42a38a3eb.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Tomato___Bacterial_spot/68873c0a-9577-4b13-8f71-4b8a1871fdb3.JPG,Tomato___Bacterial_spot
plantGuard_dataset/images/Grape___Esca_(Black_Measles)/a8eab23d-dbe3-4b9a-be8c-a6f70b981fb5.JPG,Grape___Esca_(Black_Measles)
plantGuard_dataset/images/Tomato___Spider_mites Two-spotted_spider_mite/dae4dd46-46a7-46cb-9049-c574a102db94.JPG,Tomato___Spider_mites Two-spotted_spider_mite
plantGuard_dataset/images/Soybean___healthy/ffe6cfe6-293d-4e52-84ec-020bf12fe4ea.JPG,Soybean___healthy
plantGuard_dataset/images/Soybean___healthy/7289f043-d6d5-4840-933e-cd341745250c.JPG,Soybean___healthy
plantGuard_dataset/images/Soybean___healthy/5617f925-a015-4524-85c4-038a06ae8bd6.JPG,Soybean___healthy
plantGuard_dataset/images/Apple___Apple_scab/fb4eccf9-be79-493f-a6d1-bbb2664a7b66.JPG,Apple___Apple_scab
plantGuard_dataset/images/Apple___Black_rot/465cc433-c6c0-4b3e-a8ea-cc5e7cedc81c.JPG,Apple___Black_rot
plantGuard_dataset/images/Squash___Powdery_mildew/38accb80-be04-4030-8049-622b7e64247a.JPG,Squash___Powdery_mildew
plantGuard_dataset/images/Apple___Black_rot/6faa70b0-a742-44d7-8a34-8c5c2ddb65d1.JPG,Apple___Black_rot
plantGuard_dataset/images/Grape___Black_rot/29ac8045-e7e6-45e7-8296-e0c35ac9d70c.JPG,Grape___Black_rot
plantGuard_dataset/images/Peach___healthy/10380130-05da-4f7f-867b-f275f1f81656.JPG,Peach___healthy
plantGuard_dataset/images/Peach___Bacterial_spot/4e9fc59e-bc63-4d09-8f31-eee08f7302ee.JPG,Peach___Bacterial_spot
plantGuard_dataset/images/Potato___Early_blight/5b80f084-0a30-460c-a785-48630291544a.JPG,Potato___Early_blight
plantGuard_dataset/images/Strawberry___Leaf_scorch/7f5157f2-db50-4cda-a6fd-823d6a7e5f0e.JPG,Strawberry___Leaf_scorch
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/2ea67204-d862-4599-a4de-c3091ecfb09f.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Soybean___healthy/78a622c8-d109-4905-9f08-f820db927acd.JPG,Soybean___healthy
plantGuard_dataset/images/Soybean___healthy/41ce7ca5-597e-4e29-b175-866e8bde4ff4.JPG,Soybean___healthy
plantGuard_dataset/images/Blueberry___healthy/e309fec8-70fe-44f9-a285-bc44fdd807b6.JPG,Blueberry___healthy
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/ba720ebb-a675-4d1c-ae94-72a9c1bc305e.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Corn_(maize)___Northern_Leaf_Blight/3ab83efe-34c1-4142-8b9d-482b0feee4a9.JPG,Corn_(maize)___Northern_Leaf_Blight
plantGuard_dataset/images/Tomato___healthy/410c7ae0-87a2-4ca5-9645-d59849d6fcac.JPG,Tomato___healthy
plantGuard_dataset/images/Apple___healthy/cf5a4083-1600-4c3c-ab7c-1139b62445c7.JPG,Apple___healthy
plantGuard_dataset/images/Corn_(maize)___Common_rust_/e90ff74c-0e19-4660-889f-469d8a278101.JPG,Corn_(maize)___Common_rust_
plantGuard_dataset/images/Strawberry___Leaf_scorch/ceb6e030-4c41-4b87-ac72-aac605468af2.JPG,Strawberry___Leaf_scorch
plantGuard_dataset/images/Tomato___healthy/6dbc75f1-d190-40ec-bf5d-e3093e09cfd7.JPG,Tomato___healthy
plantGuard_dataset/images/Soybean___healthy/24041d1d-8376-4969-bb82-e215e9c9f9ad.JPG,Soybean___healthy
plantGuard_dataset/images/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/30800e60-9854-4694-89af-eb03462fa0a8.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
plantGuard_dataset/images/Tomato___Late_blight/f7a15e20-2171-4917-9147-6e5f9fb176e1.JPG,Tomato___Late_blight
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/1b317907-abee-45da-a0f6-6f1c5df276cb.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/42a03965-1549-4ae7-ae15-afe00d290d89.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Tomato___Target_Spot/e383672d-6549-48c4-aa6a-4a927a61f99f.JPG,Tomato___Target_Spot
"plantGuard_dataset/images/Pepper,_bell___Bacterial_spot/cc00928d-103b-432b-9a72-872e7f63f998.JPG","Pepper,_bell___Bacterial_spot"
plantGuard_dataset/images/Squash___Powdery_mildew/8de11b3a-b910-4a58-b86f-a858af7ee8ad.JPG,Squash___Powdery_mildew
plantGuard_dataset/images/Peach___Bacterial_spot/5de7ee76-b4ad-484e-ac07-6e7e4bc66b2a.JPG,Peach___Bacterial_spot
plantGuard_dataset/images/Grape___Black_rot/78dbf09a-d2fa-4ef7-9afb-0ca3bdfa48d6.JPG,Grape___Black_rot
plantGuard_dataset/images/Squash___Powdery_mildew/91742677-3462-43fb-9d8c-94a648091798.JPG,Squash___Powdery_mildew
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/207e229d-219f-40dd-a1ba-41c24928465d.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/5970fdc0-2d9c-4565-aded-eb278511a1b9.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Apple___Black_rot/3eb2350d-6e7a-484a-92fc-0d84635372fa.JPG,Apple___Black_rot
plantGuard_dataset/images/Apple___healthy/2aec47a5-afab-48aa-91a0-7c29eaeaaaaa.JPG,Apple___healthy
plantGuard_dataset/images/Soybean___healthy/cd056990-9e0c-44e5-ae31-a5b20c5ed0cb.JPG,Soybean___healthy
plantGuard_dataset/images/Peach___Bacterial_spot/770d5c08-f9f1-4077-b900-94a9a99d7798.JPG,Peach___Bacterial_spot
plantGuard_dataset/images/Cherry_(including_sour)___healthy/07bb2696-fc74-4b58-a831-54b2a59081cd.JPG,Cherry_(including_sour)___healthy
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/728e316e-85c8-4d14-a404-d9cc76410862.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Tomato___Tomato_mosaic_virus/363d083a-6889-46e4-8c1e-4662d2bc6295.JPG,Tomato___Tomato_mosaic_virus
plantGuard_dataset/images/Corn_(maize)___healthy/2adb9bf2-2432-4b01-a76a-fc7ce7698a38.JPG,Corn_(maize)___healthy
plantGuard_dataset/images/Soybean___healthy/13a06137-8a4b-49ac-a8d5-5ecaf7aba2f5.JPG,Soybean___healthy
plantGuard_dataset/images/Apple___healthy/d3e49978-8dc0-406e-bfbb-84dab36cae6e.JPG,Apple___healthy
plantGuard_dataset/images/Potato___Early_blight/1236679c-7296-4c5f-9c8b-fc75e7246969.JPG,Potato___Early_blight
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/bbb64650-3f69-476a-94fa-7675c26eb60f.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Tomato___Bacterial_spot/f4724996-513a-4726-9d66-fadffdadab14.JPG,Tomato___Bacterial_spot
plantGuard_dataset/images/Tomato___Bacterial_spot/075df8c7-6330-4348-a7d7-8adf8a5fd8ea.JPG,Tomato___Bacterial_spot
plantGuard_dataset/images/Peach___Bacterial_spot/5579972c-d537-452e-a5bb-315b67b37d2b.JPG,Peach___Bacterial_spot
plantGuard_dataset/images/Peach___healthy/783cb393-ce95-4cfe-bffe-68d5f54ddac7.JPG,Peach___healthy
plantGuard_dataset/images/Squash___Powdery_mildew/ae8dfb91-12f6-4af3-905c-dd4230f62b2e.JPG,Squash___Powdery_mildew
plantGuard_dataset/images/Tomato___healthy/cc904afe-8a14-4187-a065-e46bd2864579.JPG,Tomato___healthy
plantGuard_dataset/images/Apple___healthy/0943ab86-233d-4973-80b4-5371a937dd6f.JPG,Apple___healthy
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/5fbe98d1-72e0-4f12-bcc3-df05d77b5023.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Squash___Powdery_mildew/42ce7889-87db-498c-9577-263d150572f9.JPG,Squash___Powdery_mildew
plantGuard_dataset/images/Corn_(maize)___Common_rust_/4691f037-8c0a-4cb1-b1cc-dbc994ebc176.JPG,Corn_(maize)___Common_rust_
plantGuard_dataset/images/Tomato___Leaf_Mold/4c9395f3-7f47-4938-b28c-b02730dfefd3.JPG,Tomato___Leaf_Mold
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/8fc69edc-2eff-42dc-9b28-b84b5ad99e59.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Tomato___Tomato_mosaic_virus/8f9267b2-886c-4781-97dd-50cffc342c4b.JPG,Tomato___Tomato_mosaic_virus
plantGuard_dataset/images/Blueberry___healthy/725d46fd-a41e-4e15-aeeb-eba7a8e362df.JPG,Blueberry___healthy
plantGuard_dataset/images/Tomato___Late_blight/ffdfd36c-da92-4104-aa61-ba4693c765d0.JPG,Tomato___Late_blight
plantGuard_dataset/images/Blueberry___healthy/03a9ffa0-50c6-4e60-a686-9a7e5f807281.JPG,Blueberry___healthy
plantGuard_dataset/images/Soybean___healthy/fc034af9-b5fc-4821-9372-164db3a93068.JPG,Soybean___healthy
"plantGuard_dataset/images/Pepper,_bell___healthy/401e0c93-328d-4075-bfa6-d7fa583dad74.JPG","Pepper,_bell___healthy"
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/cacf032c-9486-4bc2-93bc-f317c71e6ccf.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Tomato___Septoria_leaf_spot/c6bbfa0b-84d4-4378-a9ec-58e9bf728ee9.JPG,Tomato___Septoria_leaf_spot
plantGuard_dataset/images/Strawberry___Leaf_scorch/3f8e716e-a2c4-493a-9d8a-3d5473bef454.JPG,Strawberry___Leaf_scorch
plantGuard_dataset/images/Apple___healthy/a037d6af-0180-4fe7-a97c-46d4049ec388.JPG,Apple___healthy
"plantGuard_dataset/images/Pepper,_bell___healthy/f39ab390-84d3-4a5f-85ca-da5d541c7328.JPG","Pepper,_bell___healthy"
plantGuard_dataset/images/Tomato___healthy/4961df8b-f787-42f4-86f5-813237918fd2.JPG,Tomato___healthy
plantGuard_dataset/images/Strawberry___Leaf_scorch/3ebe5a48-9501-4ade-b58c-c76774c0049b.JPG,Strawberry___Leaf_scorch
plantGuard_dataset/images/Apple___Black_rot/5f4ae557-9823-464a-b80c-9d6bc7235878.JPG,Apple___Black_rot
plantGuard_dataset/images/Tomato___Bacterial_spot/2b3716db-33fc-479d-8530-dea533578b48.JPG,Tomato___Bacterial_spot
plantGuard_dataset/images/Apple___Black_rot/b8b4d829-df73-4bcc-aa1e-3bbd013865a7.JPG,Apple___Black_rot
plantGuard_dataset/images/Cherry_(including_sour)___healthy/b045a6e0-8bba-4cfe-b406-7ca360bcc10a.JPG,Cherry_(including_sour)___healthy
plantGuard_dataset/images/Tomato___Bacterial_spot/82c65725-c6b1-4115-9ee1-872272a951af.JPG,Tomato___Bacterial_spot
plantGuard_dataset/images/Tomato___Early_blight/93263155-f98f-45b2-835a-3b0a5d5d0d8d.JPG,Tomato___Early_blight
plantGuard_dataset/images/Corn_(maize)___healthy/e1088135-dc05-4324-b513-ba4892313b4d.JPG,Corn_(maize)___healthy
plantGuard_dataset/images/Potato___Late_blight/e6689dff-355d-4077-a6a7-89ee8242e7a4.JPG,Potato___Late_blight
"plantGuard_dataset/images/Pepper,_bell___Bacterial_spot/56889426-5e51-4e17-9764-36cadb89528a.JPG","Pepper,_bell___Bacterial_spot"
plantGuard_dataset/images/Apple___healthy/30d767e4-b148-4b53-ae91-d2ee43f73758.JPG,Apple___healthy
plantGuard_dataset/images/Corn_(maize)___healthy/29bfda31-9479-4525-9ede-80e06c05cd3c.JPG,Corn_(maize)___healthy
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/95d56d8e-f5fa-469e-bd10-c7a6816c0a0a.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/84f69e0f-eb63-47d1-949f-09bc390c0317.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/4d88debd-4c03-4f72-9cb7-3a9fc6667616.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Soybean___healthy/9bf4bec0-f8f8-4aa8-848a-05159561dfd6.JPG,Soybean___healthy
plantGuard_dataset/images/Apple___healthy/ac3fa4d2-011d-4cf3-8bb0-38856776ceae.JPG,Apple___healthy
plantGuard_dataset/images/Apple___Cedar_apple_rust/ea23152b-49e4-4027-8886-f7f07d01aecc.JPG,Apple___Cedar_apple_rust
plantGuard_dataset/images/Squash___Powdery_mildew/1c4997d0-2932-46cc-907a-8ba6ce0e7da4.JPG,Squash___Powdery_mildew
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/afafbad1-48fd-4075-b67b-e16a14cb0c53.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Soybean___healthy/f64b9b5b-dbdb-4351-87af-ef2cf4352234.JPG,Soybean___healthy
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/6f99456a-4cac-4f10-909c-d9c520343187.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Corn_(maize)___healthy/cb7d6134-9f98-4782-a13b-c95e02e43de8.JPG,Corn_(maize)___healthy
plantGuard_dataset/images/Peach___healthy/e38aef07-3cfd-4146-a727-faa4425a928c.JPG,Peach___healthy
"plantGuard_dataset/images/Pepper,_bell___healthy/408d727f-cdbc-4a8e-8113-0e371f04f0d2.JPG","Pepper,_bell___healthy"
plantGuard_dataset/images/Tomato___Bacterial_spot/f7cd1a7d-7764-438b-8f0f-1d2eb1b16f9c.JPG,Tomato___Bacterial_spot
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/fd60b6e3-48ea-4681-96a8-eaddb528c922.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Tomato___Spider_mites Two-spotted_spider_mite/f2a3c81b-c66e-496f-9e79-0edbdc86a1ad.JPG,Tomato___Spider_mites Two-spotted_spider_mite
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/869aa1bc-829e-4ac3-bfe0-bcbec33af302.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Soybean___healthy/57160f17-1033-4c40-9374-0e6a85707c21.JPG,Soybean___healthy
plantGuard_dataset/images/Tomato___Early_blight/561af41d-61a3-44ca-ac97-14e7106c8533.JPG,Tomato___Early_blight
"plantGuard_dataset/images/Pepper,_bell___Bacterial_spot/aa6b652b-bbbc-4d8c-a2a8-b3e5a503935e.JPG","Pepper,_bell___Bacterial_spot"
plantGuard_dataset/images/Tomato___Septoria_leaf_spot/ada284c9-1332-42c9-b9d4-49f7118954c0.JPG,Tomato___Septoria_leaf_spot
plantGuard_dataset/images/Potato___Late_blight/5db6e813-e857-482e-b3b2-d7de3282e663.JPG,Potato___Late_blight
"plantGuard_dataset/images/Pepper,_bell___healthy/61a214e2-04be-46fd-b9c5-e1726e9a24f5.JPG","Pepper,_bell___healthy"
plantGuard_dataset/images/Soybean___healthy/5f0c2740-ad1a-472a-911a-00e19c252bc5.JPG,Soybean___healthy
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/7e684a86-5cc7-4c1c-a201-0113c56ca1ec.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Tomato___Septoria_leaf_spot/aa6a07cc-c6c7-4984-a838-ecbd9eccdfa2.JPG,Tomato___Septoria_leaf_spot
plantGuard_dataset/images/Soybean___healthy/7aaa4831-b7fe-44f8-bae5-67274f39a875.JPG,Soybean___healthy
plantGuard_dataset/images/Tomato___Leaf_Mold/1d46d907-964e-4a5f-9468-121c91b37625.JPG,Tomato___Leaf_Mold
plantGuard_dataset/images/Tomato___Leaf_Mold/960cab09-21f4-435d-a90e-e3fa4cf15784.JPG,Tomato___Leaf_Mold
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/211cd828-9033-4cb4-bfe6-ac73d7459c8b.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Tomato___Tomato_mosaic_virus/5a8e65f1-724f-4a64-bcc2-1540ec6e2ebe.JPG,Tomato___Tomato_mosaic_virus
plantGuard_dataset/images/Apple___Apple_scab/95030a3c-186b-437d-bdec-b7fd4687ff5d.JPG,Apple___Apple_scab
"plantGuard_dataset/images/Pepper,_bell___Bacterial_spot/e583751b-5d9c-41f2-9018-e9b269bee612.JPG","Pepper,_bell___Bacterial_spot"
plantGuard_dataset/images/Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot/7c27c6cc-00ff-47d1-b5d9-f1159a2ee76f.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
plantGuard_dataset/images/Soybean___healthy/16843283-54b8-410e-99cd-4d7e21e67005.JPG,Soybean___healthy
plantGuard_dataset/images/Tomato___Late_blight/e3665dad-c571-4fdb-bd3d-26f8444e53a1.JPG,Tomato___Late_blight
plantGuard_dataset/images/Peach___Bacterial_spot/8280528b-fe20-405f-887f-2022222542de.JPG,Peach___Bacterial_spot
plantGuard_dataset/images/Cherry_(including_sour)___Powdery_mildew/2b39d460-f578-4350-b417-6742eb693222.JPG,Cherry_(including_sour)___Powdery_mildew
plantGuard_dataset/images/Tomato___Bacterial_spot/97c18657-7277-4380-b04e-7eb17dcd8964.JPG,Tomato___Bacterial_spot
plantGuard_dataset/images/Soybean___healthy/a755c925-db3f-4347-b8d8-6eff77a081da.JPG,Soybean___healthy
plantGuard_dataset/images/Blueberry___healthy/9e365b9b-789b-47d7-8d9f-068150b0f6d4.JPG,Blueberry___healthy
plantGuard_dataset/images/Apple___Black_rot/196766eb-4f13-4069-8d40-b7d261b1f83d.JPG,Apple___Black_rot
plantGuard_dataset/images/Peach___Bacterial_spot/277d64cb-f983-4dc6-92c4-74d4ae0c6ca3.JPG,Peach___Bacterial_spot
plantGuard_dataset/images/Squash___Powdery_mildew/cdfe8f6b-80e8-410d-860e-2cdfb5db5e3c.JPG,Squash___Powdery_mildew
plantGuard_dataset/images/Tomato___Target_Spot/df2cc4f6-144d-4168-a73b-0e070540d313.JPG,Tomato___Target_Spot
plantGuard_dataset/images/Squash___Powdery_mildew/146763db-61cd-4af0-8317-a481a07dd6a7.JPG,Squash___Powdery_mildew
plantGuard_dataset/images/Soybean___healthy/b5cd10bd-bf0d-4e09-bfbe-654082b74aa2.JPG,Soybean___healthy
plantGuard_dataset/images/Peach___Bacterial_spot/88fbb977-b009-4462-9246-9d29d08b1885.JPG,Peach___Bacterial_spot
plantGuard_dataset/images/Potato___Early_blight/e5329b60-42b6-4e81-b053-e920fd597507.JPG,Potato___Early_blight
plantGuard_dataset/images/Soybean___healthy/99797717-d9b4-4a26-b477-c43eb4cd5425.JPG,Soybean___healthy
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/d7205097-7f58-4094-b3d1-a8e15aa42fbb.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Soybean___healthy/fef1bc3e-ec96-457d-9008-3869f14b85bd.JPG,Soybean___healthy
plantGuard_dataset/images/Tomato___Leaf_Mold/ed14d39d-b088-4fa5-aeb9-82716235f4b9.JPG,Tomato___Leaf_Mold
plantGuard_dataset/images/Raspberry___healthy/18f4d513-d369-4ca4-9ca5-22b016603ef2.JPG,Raspberry___healthy
plantGuard_dataset/images/Tomato___Leaf_Mold/e341bb80-ed1b-47b9-bf4e-00b1803e1529.JPG,Tomato___Leaf_Mold
plantGuard_dataset/images/Soybean___healthy/a5d6f98a-b201-464d-be94-c1c7739a73f0.JPG,Soybean___healthy
plantGuard_dataset/images/Tomato___Spider_mites Two-spotted_spider_mite/3b307372-7f0f-4649-a642-6d37c2261461.JPG,Tomato___Spider_mites Two-spotted_spider_mite
plantGuard_dataset/images/Tomato___Bacterial_spot/f757ab69-5a5d-485b-8609-e8ee850a00bc.JPG,Tomato___Bacterial_spot
plantGuard_dataset/images/Potato___Early_blight/cc64090f-fabb-45f0-8d88-01b8076d06f7.JPG,Potato___Early_blight
plantGuard_dataset/images/Soybean___healthy/631ebb8e-3040-485e-8ba5-d8927daf466c.JPG,Soybean___healthy
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/55393728-249b-40a7-b3bc-31ca3193aa7e.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Apple___Black_rot/0ee8ba3e-bf9f-4eaa-ad29-1646063c33ed.JPG,Apple___Black_rot
plantGuard_dataset/images/Soybean___healthy/a1e46da8-1d32-44ca-9267-ccf70a6373e4.JPG,Soybean___healthy
plantGuard_dataset/images/Potato___Late_blight/a64ec5ca-8673-4b79-b942-5b2acfd92041.JPG,Potato___Late_blight
plantGuard_dataset/images/Strawberry___healthy/eb41f20f-18d0-4d51-8d44-834934f8139b.JPG,Strawberry___healthy
"plantGuard_dataset/images/Pepper,_bell___healthy/5133b0ea-5e21-428a-bf86-8a00fd3f0ca7.JPG","Pepper,_bell___healthy"
plantGuard_dataset/images/Tomato___Septoria_leaf_spot/4ac40e2f-277e-4b89-97ff-83cfb16883d9.JPG,Tomato___Septoria_leaf_spot
plantGuard_dataset/images/Strawberry___Leaf_scorch/a3815689-ad4a-47b3-8f6d-e568ea76f712.JPG,Strawberry___Leaf_scorch
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/78cad8ec-8c5b-4028-a8cf-153e00e4e923.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Tomato___Septoria_leaf_spot/56c5fe27-94c7-4c83-97c5-ae7c3837e7fc.JPG,Tomato___Septoria_leaf_spot
plantGuard_dataset/images/Tomato___Spider_mites Two-spotted_spider_mite/6228de3b-d7f5-4ada-85f1-efbe7da2c6f6.JPG,Tomato___Spider_mites Two-spotted_spider_mite
"plantGuard_dataset/images/Pepper,_bell___healthy/df8cb10f-2808-470c-ac33-19a535522873.JPG","Pepper,_bell___healthy"
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/ff6bbe51-17b1-43a2-98c1-cf936cf482d0.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Tomato___Tomato_mosaic_virus/2055774d-8c42-41ec-b3fc-a2caa194e472.JPG,Tomato___Tomato_mosaic_virus
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/affefd1f-6dbe-4d7a-87ef-36e23057fb64.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Tomato___Tomato_Yellow_Leaf_Curl_Virus/e7b17061-b4c5-446a-a6be-a5f507283faf.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
plantGuard_dataset/images/Soybean___healthy/5bde4258-b718-4f34-983a-246c560eedfc.JPG,Soybean___healthy
plantGuard_dataset/images/Cherry_(including_sour)___Powdery_mildew/40dccfd4-627f-41ec-b399-bf14a00f892a.JPG,Cherry_(including_sour)___Powdery_mildew
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/1567586d-1824-40b3-9170-c2d4e94f9d90.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Soybean___healthy/764f2f66-ce5c-4d99-bfec-2beb3f5d2363.JPG,Soybean___healthy
plantGuard_dataset/images/Tomato___Spider_mites Two-spotted_spider_mite/6f0272b8-8886-49d8-9687-50c2a64f4cce.JPG,Tomato___Spider_mites Two-spotted_spider_mite
plantGuard_dataset/images/Peach___Bacterial_spot/f0e523b1-47ed-4b2a-aa10-911b19fa7add.JPG,Peach___Bacterial_spot
plantGuard_dataset/images/Soybean___healthy/1a890afb-ecda-436d-b3e9-b5d47f287258.JPG,Soybean___healthy
"plantGuard_dataset/images/Pepper,_bell___healthy/3b9718a4-0572-437f-a144-5405fa031a2e.JPG","Pepper,_bell___healthy"
plantGuard_dataset/images/Tomato___healthy/a26f4798-3fc9-4554-af12-0c065462b38e.JPG,Tomato___healthy
"plantGuard_dataset/images/Pepper,_bell___healthy/3cc1f306-d4bf-46c7-81eb-9c660ecca7b6.JPG","Pepper,_bell___healthy"
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/98997978-cf87-47da-904e-75a5e30147db.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Corn_(maize)___healthy/7c4c3c1b-414b-4857-aeb1-4c2f7c3c505a.JPG,Corn_(maize)___healthy
plantGuard_dataset/images/Soybean___healthy/10032a8c-bb60-4ff0-a16c-727e41158d5d.JPG,Soybean___healthy
plantGuard_dataset/images/Soybean___healthy/3ed8cf15-bd1f-4b4f-aed8-7862c5046af7.JPG,Soybean___healthy
plantGuard_dataset/images/Blueberry___healthy/3204a971-874b-4fd9-9969-f94c08d1b0c5.JPG,Blueberry___healthy
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/2d05b9bd-839f-437f-ac10-830b6ee0d493.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Tomato___Septoria_leaf_spot/0ad83860-382b-44bf-ab80-6d087bf18fb2.JPG,Tomato___Septoria_leaf_spot
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/3762ee9a-6b92-4cda-b68b-38d0c7a90ecd.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Orange___Haunglongbing_(Citrus_greening)/7e46e846-7b69-4001-80ec-4dff0b234523.JPG,Orange___Haunglongbing_(Citrus_greening)
plantGuard_dataset/images/Corn_(maize)___Common_rust_/0ca3afc1-ddde-40f7-ba4f-f8f6cf28849e.JPG,Corn_(maize)___Common_rust_
plantGuard_dataset/images/Grape___Black_rot/9d866e00-a843-4c5a-9944-3f0e98ae0984.JPG,Grape___Black_rot
plantGuard_dataset/images/Tomato___Bacterial_spot/828450f7-f012-4774-9018-6056cee55f5c.JPG,Tomato___Bacterial_spot
plantGuard_dataset/images/Tomato___Spider_mites Two-spotted_spider_mite/149c4b92-b07c-4ae4-9d72-a3e085c947d2.JPG,Tomato___Spider_mites Two-spotted_spider_mite
